node1,node2,distance,same_region
0,2,4.24 px,True
0,3,5.00 px,True
0,4,18.25 px,True
0,6,5.00 px,True
0,8,22.14 px,True
0,13,10.00 px,True
105,2,29.15 px,False
105,3,28.16 px,False
105,4,14.32 px,False
105,6,29.27 px,False
105,8,13.04 px,False
105,106,1.00 px,True
105,107,2.00 px,True
105,108,3.00 px,True
105,109,4.00 px,True
105,110,5.00 px,True
105,111,6.00 px,True
105,112,7.00 px,True
105,113,8.00 px,True
106,2,30.15 px,False
106,3,29.15 px,False
106,4,15.30 px,False
106,6,30.27 px,False
106,8,13.89 px,False
106,107,1.00 px,True
106,108,2.00 px,True
106,109,3.00 px,True
106,110,4.00 px,True
106,111,5.00 px,True
106,112,6.00 px,True
106,113,7.00 px,True
107,2,31.14 px,False
107,3,30.15 px,False
107,4,16.28 px,False
107,6,31.26 px,False
107,8,14.76 px,False
107,108,1.00 px,True
107,109,2.00 px,True
107,110,3.00 px,True
107,111,4.00 px,True
107,112,5.00 px,True
107,113,6.00 px,True
108,2,32.14 px,False
108,3,31.14 px,False
108,4,17.26 px,False
108,6,32.25 px,False
108,8,15.65 px,False
108,109,1.00 px,True
108,110,2.00 px,True
108,111,3.00 px,True
108,112,4.00 px,True
108,113,5.00 px,True
109,2,33.14 px,False
109,3,32.14 px,False
109,4,18.25 px,False
109,6,33.24 px,False
109,7,17.09 px,True
109,8,16.55 px,False
109,110,1.00 px,True
109,111,2.00 px,True
109,112,3.00 px,True
109,113,4.00 px,True
110,2,34.13 px,False
110,3,33.14 px,False
110,5,18.25 px,True
110,6,34.23 px,False
110,7,16.16 px,True
110,8,17.46 px,False
110,10,34.93 px,True
110,12,39.05 px,True
110,111,1.00 px,True
110,112,2.00 px,True
110,113,3.00 px,True
111,2,35.13 px,False
111,3,34.13 px,False
111,5,17.26 px,True
111,6,35.23 px,False
111,7,15.23 px,True
111,9,32.98 px,True
111,10,33.96 px,True
111,12,38.08 px,True
111,112,1.00 px,True
111,113,2.00 px,True
112,2,36.12 px,False
112,3,35.13 px,False
112,5,16.28 px,True
112,7,14.32 px,True
112,9,32.02 px,True
112,10,32.98 px,True
112,12,37.11 px,True
112,113,1.00 px,True
113,2,37.12 px,False
113,3,36.12 px,False
113,5,15.30 px,True
113,7,13.42 px,True
113,9,31.05 px,True
113,10,32.02 px,True
113,12,36.14 px,True
1,9,16.12 px,True
1,10,15.26 px,True
1,11,16.64 px,True
1,12,12.73 px,True
1,14,25.50 px,True
2,3,1.00 px,True
2,4,15.00 px,True
2,6,1.00 px,True
2,13,7.62 px,True
3,4,14.00 px,True
3,6,1.41 px,True
3,8,17.46 px,True
3,13,8.06 px,True
4,6,15.03 px,True
4,8,5.00 px,True
5,7,4.24 px,True
5,9,15.81 px,True
5,10,16.76 px,True
5,11,16.16 px,True
5,12,20.88 px,True
5,14,17.20 px,True
5,33,48.41 px,False
6,13,6.71 px,True
7,14,17.03 px,True
9,10,1.00 px,True
9,11,1.00 px,True
9,12,5.10 px,True
9,14,10.30 px,True
9,31,29.41 px,False
9,33,33.97 px,False
10,11,1.41 px,True
10,12,4.12 px,True
10,14,10.82 px,True
10,31,28.84 px,False
10,33,33.30 px,False
11,12,5.00 px,True
11,14,9.43 px,True
11,31,28.60 px,False
11,33,33.24 px,False
12,14,12.81 px,True
12,31,25.94 px,False
15,23,12.04 px,True
15,24,12.21 px,True
15,25,15.00 px,True
15,28,15.26 px,True
15,29,16.40 px,True
15,30,16.64 px,True
15,32,18.60 px,True
15,38,32.65 px,True
15,41,34.44 px,True
16,26,15.56 px,True
17,18,9.00 px,True
17,19,5.66 px,True
17,20,6.40 px,True
17,21,7.07 px,True
17,27,12.08 px,True
17,34,18.03 px,True
17,37,24.08 px,True
17,47,35.13 px,False
18,19,6.40 px,True
18,20,5.66 px,True
18,21,6.40 px,True
18,27,11.70 px,True
18,34,15.03 px,True
18,35,21.10 px,True
18,121,46.69 px,True
19,20,1.00 px,True
19,21,1.41 px,True
19,27,7.07 px,True
19,34,12.53 px,True
19,35,15.23 px,True
19,37,20.10 px,True
19,121,40.31 px,True
20,21,1.00 px,True
20,27,7.00 px,True
20,34,12.08 px,True
20,35,15.65 px,True
20,37,20.22 px,True
20,121,41.04 px,True
21,27,6.00 px,True
21,34,11.18 px,True
21,35,14.76 px,True
21,37,19.24 px,True
23,24,1.41 px,True
23,25,3.16 px,True
23,28,4.00 px,True
23,29,4.47 px,True
23,30,5.10 px,True
23,38,21.19 px,True
23,39,21.84 px,True
23,41,23.09 px,True
23,42,23.77 px,True
23,44,25.00 px,True
23,114,15.13 px,True
23,115,16.12 px,True
23,116,17.12 px,True
23,117,18.11 px,True
23,118,19.10 px,True
24,25,2.83 px,True
24,26,33.06 px,True
24,28,3.16 px,True
24,29,4.24 px,True
24,30,4.47 px,True
24,38,20.62 px,True
24,39,21.19 px,True
24,41,22.47 px,True
24,44,24.35 px,True
24,114,16.03 px,True
24,115,17.03 px,True
24,116,18.03 px,True
24,117,19.03 px,True
24,118,20.02 px,True
114,25,14.04 px,True
114,26,17.03 px,True
114,28,15.13 px,True
114,29,13.15 px,True
114,30,14.32 px,True
114,32,34.23 px,True
114,115,1.00 px,True
114,116,2.00 px,True
114,117,3.00 px,True
114,118,4.00 px,True
115,25,15.03 px,True
115,26,16.03 px,True
115,28,16.12 px,True
115,29,14.14 px,True
115,30,15.30 px,True
115,32,35.23 px,True
115,33,44.28 px,True
115,116,1.00 px,True
115,117,2.00 px,True
115,118,3.00 px,True
116,25,16.03 px,True
116,26,15.03 px,True
116,28,17.12 px,True
116,29,15.13 px,True
116,30,16.28 px,True
116,32,36.22 px,True
116,33,45.28 px,True
116,117,1.00 px,True
116,118,2.00 px,True
117,25,17.03 px,True
117,26,14.04 px,True
117,28,18.11 px,True
117,29,16.12 px,True
117,30,17.26 px,True
117,32,37.22 px,True
117,33,46.27 px,True
117,118,1.00 px,True
118,25,18.03 px,True
118,26,13.04 px,True
118,28,19.10 px,True
118,29,17.12 px,True
118,30,18.25 px,True
118,32,38.21 px,True
118,33,47.27 px,True
25,28,1.41 px,True
25,29,1.41 px,True
25,30,2.00 px,True
25,38,18.03 px,True
25,39,18.68 px,True
25,41,19.92 px,True
25,42,20.62 px,True
25,44,21.84 px,True
25,46,22.56 px,True
26,36,10.63 px,True
27,34,6.40 px,True
27,35,9.90 px,True
27,37,13.34 px,True
28,29,2.00 px,True
28,30,1.41 px,True
28,32,19.10 px,True
28,33,28.16 px,True
28,38,17.46 px,True
28,39,18.03 px,True
28,41,19.31 px,True
28,44,21.19 px,True
29,30,1.41 px,True
29,32,21.10 px,True
29,33,30.15 px,True
29,38,16.76 px,True
29,39,17.46 px,True
29,41,18.68 px,True
29,42,19.42 px,True
29,44,20.62 px,True
29,46,21.38 px,True
30,31,35.01 px,True
30,32,20.02 px,True
30,33,29.07 px,True
30,38,16.16 px,True
30,39,16.76 px,True
30,41,18.03 px,True
30,42,18.68 px,True
30,44,19.92 px,True
31,32,15.00 px,True
31,33,6.08 px,True
31,119,14.14 px,True
31,120,14.87 px,True
31,128,41.04 px,False
32,33,9.06 px,True
33,40,32.65 px,False
33,119,18.36 px,True
34,35,12.37 px,True
34,36,34.23 px,True
34,37,12.04 px,True
35,36,22.02 px,True
35,37,7.21 px,True
35,48,21.63 px,False
36,66,27.02 px,False
36,121,13.04 px,True
119,40,14.32 px,False
119,49,14.87 px,False
119,58,18.97 px,False
119,120,1.00 px,True
119,122,31.62 px,False
119,123,30.81 px,False
119,124,30.00 px,False
119,127,27.66 px,False
119,128,26.91 px,False
37,47,11.05 px,False
37,48,14.42 px,False
37,50,15.52 px,False
37,51,15.81 px,False
37,52,16.76 px,False
37,55,17.72 px,False
37,59,18.44 px,False
37,60,18.68 px,False
120,40,13.93 px,False
120,49,13.93 px,False
120,58,18.03 px,False
120,68,46.40 px,False
120,122,31.06 px,False
120,123,30.23 px,False
120,126,27.80 px,False
120,127,27.02 px,False
38,39,1.41 px,True
38,41,2.00 px,True
38,42,3.16 px,True
38,44,4.00 px,True
38,46,5.10 px,True
39,41,1.41 px,True
39,42,2.00 px,True
39,44,3.16 px,True
39,46,4.00 px,True
40,49,11.31 px,True
40,58,13.89 px,True
40,68,33.24 px,False
40,84,54.45 px,False
40,122,17.69 px,False
40,123,16.97 px,False
40,124,16.28 px,True
40,125,15.62 px,True
40,126,15.00 px,True
40,127,14.42 px,True
40,128,13.89 px,True
41,42,1.41 px,True
41,44,2.00 px,True
41,46,3.16 px,True
42,44,1.41 px,True
42,46,2.00 px,True
43,53,12.04 px,True
43,56,12.81 px,True
43,57,13.45 px,True
43,62,20.00 px,True
43,63,20.81 px,True
43,68,33.42 px,True
44,46,1.41 px,True
121,64,13.04 px,False
121,66,14.00 px,False
121,70,21.00 px,False
121,73,24.00 px,False
121,74,25.02 px,False
121,75,25.08 px,False
121,78,26.02 px,False
121,86,37.01 px,False
121,89,38.00 px,False
45,54,11.31 px,True
45,61,14.14 px,True
45,62,15.56 px,True
45,63,14.87 px,True
45,67,31.91 px,True
45,68,20.02 px,True
45,122,13.45 px,True
45,123,14.21 px,True
45,124,15.00 px,False
45,125,15.81 px,False
45,126,16.64 px,False
45,127,17.49 px,False
46,71,21.84 px,False
47,48,7.07 px,True
47,50,5.00 px,True
47,51,5.66 px,True
47,52,6.40 px,True
47,55,7.21 px,True
47,59,7.62 px,True
47,60,8.06 px,True
47,65,12.21 px,True
48,50,5.00 px,True
48,51,4.24 px,True
48,52,5.00 px,True
48,55,5.83 px,True
48,59,7.21 px,True
48,60,6.71 px,True
48,65,9.00 px,True
48,76,29.70 px,True
48,86,47.38 px,True
48,89,48.80 px,True
48,101,55.87 px,True
49,58,4.12 px,True
49,80,27.00 px,True
49,82,28.02 px,True
49,83,28.00 px,True
49,126,17.46 px,True
49,127,16.49 px,True
49,128,15.52 px,True
50,51,1.00 px,True
50,52,1.41 px,True
50,55,2.24 px,True
50,59,3.00 px,True
50,60,3.16 px,True
50,65,7.21 px,True
50,76,24.76 px,True
51,52,1.00 px,True
51,55,2.00 px,True
51,59,3.16 px,True
51,60,3.00 px,True
51,65,6.71 px,True
51,76,25.46 px,True
51,86,43.14 px,True
51,89,44.55 px,True
51,101,51.62 px,True
52,55,1.00 px,True
52,59,2.24 px,True
52,60,2.00 px,True
52,65,5.83 px,True
52,76,24.76 px,True
52,86,42.45 px,True
52,89,43.86 px,True
52,101,50.93 px,True
53,54,11.00 px,True
53,56,1.00 px,True
53,57,1.41 px,True
53,58,49.01 px,False
53,61,9.22 px,True
53,62,8.54 px,True
53,63,9.49 px,True
53,67,12.04 px,True
53,68,21.63 px,True
53,122,29.02 px,True
53,123,30.02 px,True
53,124,31.02 px,False
53,125,32.02 px,False
53,126,33.02 px,False
53,127,34.01 px,False
53,128,35.01 px,False
54,56,11.05 px,True
54,57,10.05 px,True
54,61,2.83 px,True
54,62,4.24 px,True
54,63,3.61 px,True
54,67,21.02 px,True
54,68,13.89 px,True
54,122,18.03 px,True
54,123,19.03 px,True
54,124,20.02 px,False
54,125,21.02 px,False
54,126,22.02 px,False
54,127,23.02 px,False
54,128,24.02 px,False
55,59,1.41 px,True
55,60,1.00 px,True
55,65,5.00 px,True
55,76,24.08 px,True
55,86,41.77 px,True
55,89,43.19 px,True
56,57,1.00 px,True
56,58,49.00 px,False
56,61,9.06 px,True
56,62,8.25 px,True
56,63,9.22 px,True
56,67,11.31 px,True
56,68,21.10 px,True
56,122,29.00 px,True
56,123,30.00 px,True
56,124,31.00 px,False
56,125,32.00 px,False
56,126,33.00 px,False
56,127,34.00 px,False
56,128,35.00 px,False
57,58,48.00 px,False
57,61,8.06 px,True
57,62,7.28 px,True
57,63,8.25 px,True
57,67,12.04 px,True
57,68,20.25 px,True
57,122,28.00 px,True
57,123,29.00 px,True
57,124,30.00 px,False
57,125,31.00 px,False
57,126,32.00 px,False
57,127,33.00 px,False
57,128,34.00 px,False
122,58,20.00 px,False
122,61,20.02 px,True
122,62,21.10 px,True
122,63,20.10 px,True
122,68,15.56 px,True
122,84,36.77 px,True
122,123,1.00 px,True
122,124,2.00 px,False
122,125,3.00 px,False
122,126,4.00 px,False
122,127,5.00 px,False
122,128,6.00 px,False
123,58,19.00 px,False
123,61,21.02 px,True
123,68,16.28 px,True
123,124,1.00 px,False
123,125,2.00 px,False
123,126,3.00 px,False
123,127,4.00 px,False
123,128,5.00 px,False
124,58,18.00 px,True
124,61,22.02 px,False
124,68,17.03 px,False
124,125,1.00 px,True
124,126,2.00 px,True
124,127,3.00 px,True
124,128,4.00 px,True
125,58,17.00 px,True
125,61,23.02 px,False
125,68,17.80 px,False
125,126,1.00 px,True
125,127,2.00 px,True
125,128,3.00 px,True
126,58,16.00 px,True
126,61,24.02 px,False
126,68,18.60 px,False
126,127,1.00 px,True
126,128,2.00 px,True
127,58,15.00 px,True
127,61,25.02 px,False
127,128,1.00 px,True
128,58,14.00 px,True
128,61,26.02 px,False
58,80,23.02 px,True
58,83,24.02 px,True
59,60,1.00 px,True
59,65,5.00 px,True
59,76,22.67 px,True
59,86,40.36 px,True
59,89,41.77 px,True
60,65,4.24 px,True
61,62,1.41 px,True
61,63,1.00 px,True
61,68,13.45 px,True
62,63,1.00 px,True
62,68,13.45 px,True
62,84,24.52 px,True
62,91,27.46 px,True
62,97,30.81 px,True
63,67,18.03 px,True
63,68,12.73 px,True
64,66,1.41 px,True
64,70,8.06 px,True
64,73,11.05 px,True
64,74,12.00 px,True
64,75,12.04 px,True
64,76,17.69 px,True
64,77,13.34 px,True
64,78,13.00 px,True
64,85,27.78 px,True
64,86,24.00 px,True
64,89,25.02 px,True
64,95,40.36 px,True
66,70,7.00 px,True
66,73,10.00 px,True
66,74,11.05 px,True
66,75,11.18 px,True
66,76,17.80 px,True
66,77,12.17 px,True
66,78,12.04 px,True
66,85,26.42 px,True
66,86,23.02 px,True
66,87,37.80 px,True
66,89,24.00 px,True
66,90,39.20 px,True
66,92,39.82 px,True
66,95,40.46 px,True
66,96,41.23 px,True
66,103,45.45 px,True
67,68,26.17 px,True
68,84,21.21 px,True
69,71,1.00 px,True
69,72,1.41 px,True
69,73,26.17 px,True
69,74,27.29 px,True
69,75,28.28 px,True
69,76,40.20 px,True
69,78,27.46 px,True
69,79,14.87 px,True
69,85,20.62 px,True
69,101,30.41 px,True
69,104,39.41 px,True
70,71,26.02 px,True
70,72,25.02 px,True
70,73,3.00 px,True
70,74,4.12 px,True
70,75,4.47 px,True
70,76,14.56 px,True
70,77,5.39 px,True
70,78,5.10 px,True
70,85,20.62 px,True
70,86,16.03 px,True
70,87,34.00 px,True
70,88,34.89 px,True
70,89,17.00 px,True
71,72,1.00 px,True
71,73,26.08 px,True
71,74,27.17 px,True
71,75,28.16 px,True
71,76,40.11 px,True
71,79,14.14 px,True
71,85,19.85 px,True
71,101,29.70 px,True
72,73,25.08 px,True
72,74,26.17 px,True
72,75,27.17 px,True
72,76,39.12 px,True
72,79,14.87 px,True
72,85,19.21 px,True
72,101,29.00 px,True
73,74,1.41 px,True
73,75,2.24 px,True
73,76,14.04 px,True
73,77,2.83 px,True
73,78,2.24 px,True
73,85,18.38 px,True
73,86,13.04 px,True
73,89,14.00 px,True
74,75,1.00 px,True
74,76,13.00 px,True
74,77,3.16 px,True
74,78,1.00 px,True
74,85,18.44 px,True
74,86,12.00 px,True
74,89,13.04 px,True
75,76,12.00 px,True
75,77,4.12 px,True
75,78,1.41 px,True
75,85,19.21 px,True
75,86,12.04 px,True
75,89,13.15 px,True
75,101,19.31 px,True
76,77,16.03 px,True
76,78,13.04 px,True
76,85,29.55 px,True
76,86,17.69 px,True
76,87,20.00 px,True
76,88,20.81 px,True
76,89,19.10 px,True
76,90,21.40 px,True
76,92,22.02 px,True
76,95,22.67 px,True
76,96,23.43 px,True
76,101,26.17 px,True
76,103,27.66 px,True
77,78,3.00 px,True
77,85,15.56 px,True
77,86,11.40 px,True
77,89,12.17 px,True
77,104,19.70 px,True
78,85,17.80 px,True
78,86,11.00 px,True
78,89,12.04 px,True
80,82,1.41 px,True
80,83,1.00 px,True
80,99,12.73 px,True
80,100,12.04 px,True
81,87,6.40 px,True
81,88,5.66 px,True
81,90,6.40 px,True
81,92,7.21 px,True
81,95,8.06 px,True
81,96,7.62 px,True
81,102,12.21 px,True
81,103,10.00 px,True
82,83,1.00 px,True
82,99,11.31 px,True
82,100,12.04 px,True
83,99,12.04 px,True
83,100,11.31 px,True
84,91,3.00 px,True
84,93,4.00 px,True
84,94,4.12 px,True
84,97,6.32 px,True
84,98,6.71 px,True
85,86,14.00 px,True
85,89,13.04 px,True
85,101,10.00 px,True
85,104,20.25 px,True
86,89,1.41 px,True
86,101,8.49 px,True
86,104,8.60 px,True
87,88,1.00 px,True
87,90,1.41 px,True
87,92,2.24 px,True
87,95,3.16 px,True
87,96,3.61 px,True
87,102,6.32 px,True
87,103,7.81 px,True
88,90,1.00 px,True
88,92,2.00 px,True
88,95,3.00 px,True
88,96,3.16 px,True
88,102,6.71 px,True
88,103,7.21 px,True
89,101,7.07 px,True
89,104,8.49 px,True
90,92,1.00 px,True
90,95,2.00 px,True
90,96,2.24 px,True
90,102,5.83 px,True
90,103,6.40 px,True
91,93,1.00 px,True
91,94,1.41 px,True
91,97,3.61 px,True
91,98,4.24 px,True
92,95,1.00 px,True
92,96,1.41 px,True
92,102,5.00 px,True
92,103,5.66 px,True
93,94,1.00 px,True
93,97,2.83 px,True
93,98,3.61 px,True
94,97,3.61 px,True
94,98,2.83 px,True
95,96,1.00 px,True
95,102,4.24 px,True
95,103,5.00 px,True
96,102,5.00 px,True
96,103,4.24 px,True
97,98,5.00 px,True
101,104,11.05 px,True
102,103,7.00 px,True
